trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,similar_phenocode,score,to_remove_dups
categorical,41200,both_sexes,G693,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",G69.3 Ileectomy and anastomosis of ileum to ileum,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-G693.tsv.bgz.tbi,347,184,163,EUR,1,,,,,300,,,,,,420231,,,,,,0.077113,,,,,,0.99597,,categorical-41200-both_sexes-G693.tsv.bgz,categorical-41200-both_sexes-G693.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-G693.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-G693.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-G693.tsv.bgz.tbi,523522696,1750941,79c2f5e930519572d42b0e3763ec8824,9ca4cc31bd0370a3bb15ad8ba33987c4,CA_Summary_Operations_h0.07711_n347,C17.2,0,CA_Ileectomy_and_anastomosis_of_ileum_to_ileum_h0.07711,0.98,h2_z_insignificant,,-0.0011,not_found,H33.3 Anterior resection of rectum and anastomosis of colon to rectum using staples,56,0
categorical,41200,both_sexes,G753,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",G75.3 Closure of ileostomy,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-G753.tsv.bgz.tbi,1148,438,710,EUR,1,,,,,1032,,,,,,419499,,,,,,0.065185,,,,,,1.0011,,categorical-41200-both_sexes-G753.tsv.bgz,categorical-41200-both_sexes-G753.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-G753.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-G753.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-G753.tsv.bgz.tbi,537064674,1751865,9221e3655790aea8a04ee176e71f4e58,d872f32840712a1459103aa4bf635e1f,CA_Summary_Operations_h0.06519_n1148,Z93.2,0,CA_Closure_of_ileostomy_h0.06519,1.04,h2_z_insignificant,,0.0023,not_found,H15.4 Closure of colostomy,81,0
categorical,41200,both_sexes,G802,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",G80.2 Wireless capsule endoscopy,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-G802.tsv.bgz.tbi,805,433,372,EUR,1,,,,,669,,,,,,419862,,,,,,0.13621,,,,,,1.0201,,categorical-41200-both_sexes-G802.tsv.bgz,categorical-41200-both_sexes-G802.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-G802.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-G802.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-G802.tsv.bgz.tbi,533681768,1751631,e475444ccb552aa4f30ad863d2f53fce,0b7ccf0e3393c072e891280ff1e16f4e,CA_Summary_Operations_h0.13621_n805,S43.421A,0,CA_Wireless_capsule_endoscopy_h0.13621,0.988,h2_z_insignificant,,0.0039,not_found,C60.1 Trabeculectomy,42,0
categorical,41200,both_sexes,H019,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H01.9 Unspecified emergency excision of appendix,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H019.tsv.bgz.tbi,319,169,150,EUR,1,,,,,283,,,,,,420248,,,,,,0.068385,,,,,,0.9885,,categorical-41200-both_sexes-H019.tsv.bgz,categorical-41200-both_sexes-H019.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H019.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H019.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H019.tsv.bgz.tbi,522832435,1750930,e42f30a84b6c17b45fa05936e2c02119,956161628df7107a46ba3c570775e109,CA_Summary_Operations_h0.06839_n319,K38.9,0,CA_Unspecified_emergency_excision_of_appendix_h0.06839,0.987,h2_z_insignificant,,0.0017,not_found,H02.9 Unspecified other excision of appendix,87,0
categorical,41200,both_sexes,H029,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H02.9 Unspecified other excision of appendix,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H029.tsv.bgz.tbi,772,406,366,EUR,1,,,,,681,,,,,,419850,,,,,,0.13734,,,,,,0.98741,,categorical-41200-both_sexes-H029.tsv.bgz,categorical-41200-both_sexes-H029.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H029.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H029.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H029.tsv.bgz.tbi,533781186,1751771,eee436468b261ee52fb06c0a4c6db1da,4301177ae7fca007f76e5e3c0b23199b,CA_Summary_Operations_h0.13734_n772,K38.9,0,CA_Unspecified_other_excision_of_appendix_h0.13734,1,h2_z_insignificant,,-0.0006,not_found,H01.9 Unspecified emergency excision of appendix,87,0
categorical,41200,both_sexes,H154,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H15.4 Closure of colostomy,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H154.tsv.bgz.tbi,459,212,247,EUR,1,,,,,416,,,,,,420115,,,,,,0.12732,,,,,,1.0181,,categorical-41200-both_sexes-H154.tsv.bgz,categorical-41200-both_sexes-H154.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H154.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H154.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H154.tsv.bgz.tbi,527712716,1751331,d15614d96b5058d5e61c3946f66e0280,1b198e3ca12395f2551ee77f3b6603af,CA_Summary_Operations_h0.12732_n459,K94.00,0,CA_Closure_of_colostomy_h0.12732,1.01,h2_z_insignificant,,0.002,not_found,G75.3 Closure of ileostomy,81,0
categorical,41200,both_sexes,H201,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H20.1 Fibreoptic endoscopic snare resection of lesion of colon,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H201.tsv.bgz.tbi,13867,5754,8113,"AFR,CSA,EAS,EUR",4,132,,208,62,12143,,6504,,8668,2647,408388,,0,,0.0261,0.10776,0.058461,,1.0253,,1.0185,1.0318,1.0311,,categorical-41200-both_sexes-H201.tsv.bgz,categorical-41200-both_sexes-H201.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H201.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H201.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H201.tsv.bgz.tbi,1858402094,2124239,50e03071d702dd4b2812dd176441c4b8,4df095f6c603aab2f7ec6097acec67c3,CA_Fibreoptic_endoscopic_snare_resection_of_lesion_of_colon_h0.05846_n13867,0DTK4ZZ,0,CA_Fibreoptic_endoscopic_snare_resection_of_lesion_of_colon_h0.05846,1.05,not_EUR_plus_1,,0.0096,not_found,H20.5 Fibreoptic endoscopic submucosal resection of lesion of colon,90,0
categorical,41200,both_sexes,H202,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H20.2 Fibreoptic endoscopic cauterisation of lesion of colon,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H202.tsv.bgz.tbi,3289,1412,1877,EUR,1,,,,,2930,,,,,,417601,,,,,,0.072771,,,,,,1.0282,,categorical-41200-both_sexes-H202.tsv.bgz,categorical-41200-both_sexes-H202.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H202.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H202.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H202.tsv.bgz.tbi,544662918,1752316,44cfd177a9510f0f8db8122b6aebcde6,9ff17a1182340c77dac8a4251025340e,CA_Summary_Operations_h0.07277_n3289,S43.43,0,CA_Fibreoptic_endoscopic_cauterisation_of_lesion_of_colon_h0.07277,1.07,h2_z_insignificant,,0.0049,not_found,H20.6 Fibreoptic endoscopic resection of lesion of colon NEC,85,0
categorical,41200,both_sexes,H204,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H20.4 Fibreoptic endoscopic destruction of lesion of colon NEC,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H204.tsv.bgz.tbi,537,240,297,EUR,1,,,,,479,,,,,,420052,,,,,,0.076314,,,,,,0.98643,,categorical-41200-both_sexes-H204.tsv.bgz,categorical-41200-both_sexes-H204.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H204.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H204.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H204.tsv.bgz.tbi,529454635,1751283,884a4b9c63cd4849655ef1c04612dbd1,106bac23ab0201d8c7e82bdbb01a0ea8,CA_Summary_Operations_h0.07631_n537,0D5K4ZZ,0,CA_Fibreoptic_endoscopic_destruction_of_lesion_of_colon_NEC_h0.07631,1.02,h2_z_insignificant,,0.0012,not_found,H20.6 Fibreoptic endoscopic resection of lesion of colon NEC,93,0
categorical,41200,both_sexes,H205,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H20.5 Fibreoptic endoscopic submucosal resection of lesion of colon,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H205.tsv.bgz.tbi,1466,618,848,EUR,1,,,,,1289,,,,,,419242,,,,,,0.12516,,,,,,1.0282,,categorical-41200-both_sexes-H205.tsv.bgz,categorical-41200-both_sexes-H205.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H205.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H205.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H205.tsv.bgz.tbi,539594526,1752004,e6f7539d2539af49614957ea17eb388b,0bd1a0438cbf05e703f4cd31f0d94d50,CA_Summary_Operations_h0.12516_n1466,,0,CA_Fibreoptic_endoscopic_submucosal_resection_of_lesion_of_colon_h0.12516,1.02,h2_z_insignificant,,-0.0002,not_found,H20.1 Fibreoptic endoscopic snare resection of lesion of colon,90,0
categorical,41200,both_sexes,H206,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H20.6 Fibreoptic endoscopic resection of lesion of colon NEC,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H206.tsv.bgz.tbi,6608,2854,3754,"AFR,CSA,EUR",3,82,,102,,5791,,6554,,8774,,414740,,0.047,,0,,0.057959,,0.99381,,1.0058,,1.0245,,categorical-41200-both_sexes-H206.tsv.bgz,categorical-41200-both_sexes-H206.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H206.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H206.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H206.tsv.bgz.tbi,1611491511,2053713,33748f6acdca84e0a5221c18c90760e6,433d12f6ed6f252995d285ca7e59ecdf,CA_Fibreoptic_endoscopic_resection_of_lesion_of_colon_NEC_h0.05796_n6608,0DTK4ZZ,0,CA_Fibreoptic_endoscopic_resection_of_lesion_of_colon_NEC_h0.05796,1.03,h2_z_insignificant,,0.0053,not_found,H20.4 Fibreoptic endoscopic destruction of lesion of colon NEC,93,0
categorical,41200,both_sexes,H208,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H20.8 Other specified endoscopic extirpation of lesion of colon,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H208.tsv.bgz.tbi,775,327,448,EUR,1,,,,,689,,,,,,419842,,,,,,0.16866,,,,,,0.98884,,categorical-41200-both_sexes-H208.tsv.bgz,categorical-41200-both_sexes-H208.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H208.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H208.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H208.tsv.bgz.tbi,533731237,1751619,e99cfa227c37169eaf6da21436dbc63d,7f36daddfc86a4f10744f49b17e0420d,CA_Summary_Operations_h0.16866_n775,N90.69,0,CA_Other_specified_endoscopic_extirpation_of_lesion_of_colon_h0.16866,1.02,h2_z_insignificant,,-0.0008,not_found,H22.8 Other specified diagnostic endoscopic examination of colon,77,0
categorical,41200,both_sexes,H228,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H22.8 Other specified diagnostic endoscopic examination of colon,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H228.tsv.bgz.tbi,382,224,158,EUR,1,,,,,328,,,,,,420203,,,,,,0.20435,,,,,,1.0046,,categorical-41200-both_sexes-H228.tsv.bgz,categorical-41200-both_sexes-H228.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H228.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H228.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H228.tsv.bgz.tbi,524884883,1750850,2c61880c42ca1c2c1df78d99cb555f84,04d1b10b2b6affdb1f989d35cbb1c83d,CA_Summary_Operations_h0.20435_n382,,0,CA_Other_specified_diagnostic_endoscopic_examination_of_colon_h0.20435,1.01,h2_z_insignificant,,-0.0009,not_found,M45.8 Other specified diagnostic endoscopic examination of bladder,88,0
categorical,41200,both_sexes,H231,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H23.1 Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H231.tsv.bgz.tbi,2843,1162,1681,EUR,1,,,,,2556,,,,,,417975,,,,,,0.10516,,,,,,1.0387,,categorical-41200-both_sexes-H231.tsv.bgz,categorical-41200-both_sexes-H231.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H231.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H231.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H231.tsv.bgz.tbi,543933582,1752125,28786818073c612960814d87b1e35b09,84f6baa4cc44ccf9dd7bf6bb5d58cf7e,CA_Summary_Operations_h0.10516_n2843,,0,CA_Endoscopic_snare_resection_of_lesion_of_lower_bowel_using_fibreoptic_sigmoidoscope_h0.10516,1.03,h2_z_insignificant,,0.0038,not_found,H23.6 Endoscopic resection of lesion of lower bowel using fibreoptic sigmoidoscope NEC,93,0
categorical,41200,both_sexes,H232,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H23.2 Endoscopic cauterisation of lesion of lower bowel using fibreoptic sigmoidoscope,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H232.tsv.bgz.tbi,804,331,473,EUR,1,,,,,739,,,,,,419792,,,,,,0.23593,,,,,,0.98555,,categorical-41200-both_sexes-H232.tsv.bgz,categorical-41200-both_sexes-H232.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H232.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H232.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H232.tsv.bgz.tbi,534494687,1751897,7fc022306261f3ed61b245fbef999c0a,387cce28ad49d40fa6795dc6b93dfb92,CA_Summary_Operations_h0.23593_n804,,0,CA_Endoscopic_cauterisation_of_lesion_of_lower_bowel_using_fibreoptic_sigmoidoscope_h0.23593,1.01,h2_z_insignificant,,0.0049,not_found,H23.6 Endoscopic resection of lesion of lower bowel using fibreoptic sigmoidoscope NEC,90,0
categorical,41200,both_sexes,H236,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H23.6 Endoscopic resection of lesion of lower bowel using fibreoptic sigmoidoscope NEC,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H236.tsv.bgz.tbi,1204,548,656,EUR,1,,,,,1054,,,,,,419477,,,,,,0.13205,,,,,,1.0298,,categorical-41200-both_sexes-H236.tsv.bgz,categorical-41200-both_sexes-H236.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H236.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H236.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H236.tsv.bgz.tbi,537551853,1751506,9388e9ff325305b5fc97383619d1f314,009f5e31e72f56ce83a0216229264357,CA_Summary_Operations_h0.13205_n1204,,0,CA_Endoscopic_resection_of_lesion_of_lower_bowel_using_fibreoptic_sigmoidoscope_NEC_h0.13205,1.04,h2_z_insignificant,,-0.0069,not_found,H23.1 Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope,93,0
categorical,41200,both_sexes,H258,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",H25.8 Other specified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H258.tsv.bgz.tbi,376,210,166,EUR,1,,,,,329,,,,,,420202,,,,,,0.18546,,,,,,1.0064,,categorical-41200-both_sexes-H258.tsv.bgz,categorical-41200-both_sexes-H258.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H258.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H258.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-H258.tsv.bgz.tbi,525078280,1751129,ee49aa6bf4797381feffb6666111efc8,47b83c69f10f742dfc561fa2e81f138b,CA_Summary_Operations_h0.18546_n376,,0,CA_Other_specified_diagnostic_endoscopic_examination_of_lower_bowel_using_fibreoptic_sigmoidoscope_h0.18546,0.982,h2_z_insignificant,,0.0037,not_found,H22.8 Other specified diagnostic endoscopic examination of colon,74,0
