trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,to_remove_dups
phecode,509.2,both_sexes,,,Respiratory insufficiency,,,respiratory,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-509.2-both_sexes.tsv.bgz.tbi,3038,1179,1653,"CSA,EUR",2,,,64,,2690,,,,8543,,404684,,,,0.069,,0.11425,,,,1.0291,,1.0384,,phecode-509.2-both_sexes.tsv.bgz,phecode-509.2-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-509.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-509.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-509.2-both_sexes.tsv.bgz.tbi,1099867568,1929746,0b50be9cdc1f1b18630c5fe5950ba3a8,495f54a5b730546d872983adf8c2f577,PH_Respiratory_insufficiency_h0.11425_n3038,R09.2,0,PH_Respiratory_insufficiency_h0.11425,1.03,h2_z_insignificant,,0.0068,J80-J96.9,0
phecode,716,both_sexes,,,Other arthropathies,,,musculoskeletal,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-716-both_sexes.tsv.bgz.tbi,47434,25038,19173,"AFR,AMR,CSA,EAS,EUR,MID",6,607,74,881,117,42030,123,5922,892,7845,2571,372332,1456,0.0105,0.0701,0.0291,0.0608,0.055885,0.0246,1.0052,1.0116,1.0111,1.0023,1.1016,1.0074,phecode-716-both_sexes.tsv.bgz,phecode-716-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-716-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-716-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-716-both_sexes.tsv.bgz.tbi,2405056776,2254066,9d1d34f583a8841f7231c3685c8702ec,f6b80f0ea0cc581be37733928ef602d8,PH_Other_arthropathies_h0.05588_n47434,M02.83,0,PH_Other_arthropathies_h0.05588,1.13,PASS,"EUR,MID",0.037,M12.8-M13.8,0
phecode,740.1,both_sexes,,,Osteoarthritis; localized,,,musculoskeletal,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-740.1-both_sexes.tsv.bgz.tbi,23853,12789,9508,"AFR,CSA,EUR",3,167,,180,,21684,,6213,,8329,,384458,,0.0323,,0.0377,,0.059154,,1.0127,,1.0196,,1.0972,,phecode-740.1-both_sexes.tsv.bgz,phecode-740.1-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-740.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-740.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-740.1-both_sexes.tsv.bgz.tbi,1674571563,2064974,22a4e6a175638cbd39b18da65449cdfc,1b4a32432691b351af558d19645c4166,PH_Osteoarthritis_localized_h0.05915_n23853,M19.91,0,PH_Osteoarthritis_localized_h0.05915,1.08,PASS,"CSA,EUR",0.0233,M16-M16.3-M16.9-M18.9,0
phecode,740.11,both_sexes,,,"Osteoarthrosis, localized, primary",,,musculoskeletal,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-740.11-both_sexes.tsv.bgz.tbi,11285,5713,4777,"AFR,CSA,EUR",3,108,,128,,10108,,6213,,8329,,384458,,0.0756,,0.0293,,0.073946,,1.0082,,1.0059,,1.0425,,phecode-740.11-both_sexes.tsv.bgz,phecode-740.11-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-740.11-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-740.11-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-740.11-both_sexes.tsv.bgz.tbi,1639327051,2058420,1824a9ac1988cca3ca215419717f792b,e9577576ca1e5c54dca7865b20d2af4e,PH_Osteoarthrosis_localized_primary_h0.07395_n11285,M19.91,0,PH_Osteoarthrosis_localized_primary_h0.07395,1.04,h2_z_insignificant,,0.0095,M16.0-M16.1-M17.1-M18.0-M18.1,0
phecode,964,both_sexes,,,Poisoning by agents primarily affecting blood constituents,,,injuries & poisonings,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-964-both_sexes.tsv.bgz.tbi,545,197,301,EUR,1,,,,,473,,,,,,383239,,,,,,0.07396,,,,,,1.0376,,phecode-964-both_sexes.tsv.bgz,phecode-964-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-964-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-964-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-964-both_sexes.tsv.bgz.tbi,529371011,1751670,6519a9864a1c264416750440504dfd1f,c79b54b8839415718b903e9d93315734,PH_Poisoning_by_agents_primarily_affecting_blood_constituents_h0.07396_n545,T47.8X3,0,PH_Poisoning_by_agents_primarily_affecting_blood_constituents_h0.07396,1.02,h2_z_insignificant,,-0.002,T45,0
phecode,274.11,both_sexes,,,Gouty arthropathy,,,endocrine/metabolic,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-274.11-both_sexes.tsv.bgz.tbi,181,18,154,EUR,1,,,,,164,,,,,,415559,,,,,,0.067891,,,,,,0.99201,,phecode-274.11-both_sexes.tsv.bgz,phecode-274.11-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-274.11-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-274.11-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-274.11-both_sexes.tsv.bgz.tbi,513447680,1750941,4e6c70d66976ec7e922e96d0a90aeebc,d4e1113ea56476dc0da4686e9a08f3d2,PH_Gouty_arthropathy_h0.06789_n181,M100,0,PH_Gouty_arthropathy_h0.06789,0.973,h2_z_insignificant,,-0.0002,M10.0-M10.1-M10.2,0
phecode,276.41,both_sexes,,,Acidosis,,,endocrine/metabolic,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-276.41-both_sexes.tsv.bgz.tbi,1876,701,1062,"CSA,EUR",2,,,70,,1629,,,,8559,,409482,,,,0.02,,0.10055,,,,1.0165,,1.0133,,phecode-276.41-both_sexes.tsv.bgz,phecode-276.41-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-276.41-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-276.41-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-276.41-both_sexes.tsv.bgz.tbi,1082916284,1926705,02a77f87d427e249c1565daed501e32d,bd25500d67383fc250da92b5a81da4d8,PH_Acidosis_h0.10055_n1876,E87.2,0,PH_Acidosis_h0.10055,1.04,h2_z_insignificant,,-0.0034,E87.2,0
phecode,281.1,both_sexes,,,Megaloblastic anemia,,,hematopoietic,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-281.1-both_sexes.tsv.bgz.tbi,1559,893,558,"CSA,EUR",2,,,53,,1366,,,,7876,,396365,,,,0.0784,,0.15777,,,,1.0056,,1.014,,phecode-281.1-both_sexes.tsv.bgz,phecode-281.1-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-281.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-281.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-281.1-both_sexes.tsv.bgz.tbi,1071080537,1925186,19a9fb8d16392eac85d3fdf15b36d3f8,fd9e4ef9916938a407f74117239f35f6,PH_Megaloblastic_anemia_h0.15777_n1559,D53.1,0,PH_Megaloblastic_anemia_h0.15777,1.05,h2_z_insignificant,,0.0046,D53.1,0
phecode,284,both_sexes,,,Aplastic anemia,,,hematopoietic,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-284-both_sexes.tsv.bgz.tbi,696,264,379,EUR,1,,,,,618,,,,,,396365,,,,,,0.064518,,,,,,1.0059,,phecode-284-both_sexes.tsv.bgz,phecode-284-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-284-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-284-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-284-both_sexes.tsv.bgz.tbi,532761527,1751634,fd8964e8181192614145208a007c46e2,6dc08b669f2845ecfbdbba3d1b28cbec,PH_Aplastic_anemia_h0.06452_n696,D61.9,0,PH_Aplastic_anemia_h0.06452,1.03,h2_z_insignificant,,0.0028,D61,0
phecode,365.1,both_sexes,,,Open-angle glaucoma,,,sense organs,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-365.1-both_sexes.tsv.bgz.tbi,1781,740,912,"AFR,CSA,EUR",3,79,,52,,1498,,6257,,8378,,404535,,0.0933,,0.12259,,0.11508,,0.99245,,1.0043,,1.047,,phecode-365.1-both_sexes.tsv.bgz,phecode-365.1-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-365.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-365.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-365.1-both_sexes.tsv.bgz.tbi,1562986320,2045839,2c36f778a4b336a0ff73a5ba17d5cba0,f7675b7853cb1bb4dc688762dc00f9af,PH_Openangle_glaucoma_h0.11508_n1781,H40.11,1,PH_Openangle_glaucoma_h0.11508,1.04,h2_z_insignificant,,0.008,not_found,0
phecode,384,both_sexes,,,Other disorders of tympanic membrane,,,sense organs,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-384-both_sexes.tsv.bgz.tbi,1719,836,772,EUR,1,,,,,1484,,,,,,416007,,,,,,0.13502,,,,,,1.0403,,phecode-384-both_sexes.tsv.bgz,phecode-384-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-384-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-384-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-384-both_sexes.tsv.bgz.tbi,540612948,1751950,4b347fc89c62f55fece4d19a1a6edd5d,d164425dd7f2bd849f606bb912bd2d54,PH_Other_disorders_of_tympanic_membrane_h0.13502_n1719,H73.90,0,PH_Other_disorders_of_tympanic_membrane_h0.13502,1.03,h2_z_insignificant,,0.0048,H73,0
phecode,384.4,both_sexes,,,Perforation of tympanic membrane,,,sense organs,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-384.4-both_sexes.tsv.bgz.tbi,1339,662,584,EUR,1,,,,,1143,,,,,,416007,,,,,,0.14998,,,,,,1.0409,,phecode-384.4-both_sexes.tsv.bgz,phecode-384.4-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-384.4-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-384.4-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-384.4-both_sexes.tsv.bgz.tbi,538629375,1751599,239bdd8cc3341c18f3c330f53c9976ef,52c30930395088813662c5d055531624,PH_Perforation_of_tympanic_membrane_h0.14998_n1339,H72.00,0,PH_Perforation_of_tympanic_membrane_h0.14998,1.01,h2_z_insignificant,,0.0047,H72,0
phecode,426.21,both_sexes,,,First degree AV block,,,circulatory system,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-426.21-both_sexes.tsv.bgz.tbi,1717,412,1190,EUR,1,,,,,1530,,,,,,384657,,,,,,0.12977,,,,,,1.0447,,phecode-426.21-both_sexes.tsv.bgz,phecode-426.21-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.21-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.21-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-426.21-both_sexes.tsv.bgz.tbi,540910964,1751595,e39efad245c58648f869b2cc087539ed,23651f4dd351f10e2d2bd87d7f825d42,PH_First_degree_AV_block_h0.12977_n1717,I44.0,0,PH_First_degree_AV_block_h0.12977,1.04,h2_z_insignificant,,0.0031,I44,0
phecode,426.23,both_sexes,,,Second degree AV block,,,circulatory system,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-426.23-both_sexes.tsv.bgz.tbi,713,199,461,EUR,1,,,,,632,,,,,,384657,,,,,,0.11835,,,,,,0.99593,,phecode-426.23-both_sexes.tsv.bgz,phecode-426.23-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.23-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.23-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-426.23-both_sexes.tsv.bgz.tbi,532820975,1751452,2e41b55edcd14e38dbbfbae7bb83e6ee,3b96a51f12750a4e53fe38afa6de4b6e,PH_Second_degree_AV_block_h0.11835_n713,I44.1,0,PH_Second_degree_AV_block_h0.11835,1,h2_z_insignificant,,-0.0031,I44,0
phecode,451,both_sexes,,,Phlebitis and thrombophlebitis,,,circulatory system,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-451-both_sexes.tsv.bgz.tbi,5396,2242,2750,"AFR,CSA,EUR",3,88,,53,,4797,,6017,,7983,,376206,,0.0715,,0,,0.085728,,0.99964,,0.98607,,1.0398,,phecode-451-both_sexes.tsv.bgz,phecode-451-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-451-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-451-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-451-both_sexes.tsv.bgz.tbi,1598697647,2051927,684497aec609c2b02a2536848db04cf9,05dcb1e1e805a768b99bc4d94e4477d3,PH_Phlebitis_and_thrombophlebitis_h0.08573_n5396,I80.1,0,PH_Phlebitis_and_thrombophlebitis_h0.08573,1.07,h2_z_insignificant,,0.0109,I80-I80.8-I80.9,0
phecode,451.2,both_sexes,,,Phlebitis and thrombophlebitis of lower extremities,,,circulatory system,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-451.2-both_sexes.tsv.bgz.tbi,4960,2016,2568,"AFR,EUR",2,78,,,,4417,,6017,,,,376206,,0.061,,,,0.082034,,1.0097,,,,1.0542,,phecode-451.2-both_sexes.tsv.bgz,phecode-451.2-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-451.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-451.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-451.2-both_sexes.tsv.bgz.tbi,1288489846,1967899,8a88445c1a974f3c6eb6f92717804307,ab5f8014dddcb23b96cd1e50bf42c339,PH_Phlebitis_and_thrombophlebitis_of_lower_extremities_h0.08203_n4960,I80.3,0,PH_Phlebitis_and_thrombophlebitis_of_lower_extremities_h0.08203,1.04,h2_z_insignificant,,0.0106,I80.0-I80.1-I80.2-I80.3,0
phecode,465.4,both_sexes,,,Acute laryngitis and tracheitis,,,respiratory,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-465.4-both_sexes.tsv.bgz.tbi,218,115,87,EUR,1,,,,,197,,,,,,417499,,,,,,0.059802,,,,,,0.99208,,phecode-465.4-both_sexes.tsv.bgz,phecode-465.4-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-465.4-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-465.4-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-465.4-both_sexes.tsv.bgz.tbi,515638665,1751104,799994cda4b6398168ffd94486a4c5ca,fcaf84c6e884b33d41556a31a8fa9bea,PH_Acute_laryngitis_and_tracheitis_h0.05980_n218,J04,0,PH_Acute_laryngitis_and_tracheitis_h0.05980_Y57,1.01,h2_z_insignificant,,0.0019,J04,0
phecode,475,both_sexes,,,Chronic sinusitis,,,respiratory,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-475-both_sexes.tsv.bgz.tbi,3449,1650,1532,"CSA,EUR",2,,,64,,3026,,,,8392,,398757,,,,0.10815,,0.075904,,,,0.99296,,1.065,,phecode-475-both_sexes.tsv.bgz,phecode-475-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-475-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-475-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-475-both_sexes.tsv.bgz.tbi,1103962601,1930825,623c5e3494ea1f365bab06257b8ae48d,2d4f6ea615e5b24e75731b29730ca5bc,PH_Chronic_sinusitis_h0.07590_n3449,J32.1,0,PH_Chronic_sinusitis_h0.07590,1.04,h2_z_insignificant,,0.0052,J32-J32.0-J32.1-J32.2-J32.3-J32.4-J32.8-J32.9,0
phecode,483,both_sexes,,,Acute bronchitis and bronchiolitis,,,respiratory,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-483-both_sexes.tsv.bgz.tbi,319,154,127,EUR,1,,,,,269,,,,,,405999,,,,,,0.15738,,,,,,0.98442,,phecode-483-both_sexes.tsv.bgz,phecode-483-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-483-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-483-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-483-both_sexes.tsv.bgz.tbi,522412077,1750964,19eef4153068d072504605071a776238,b153f5a0c0124f3a63623a25657c2860,PH_Acute_bronchitis_and_bronchiolitis_h0.15738_n319,J21,0,PH_Acute_bronchitis_and_bronchiolitis_h0.15738_M19,0.991,h2_z_insignificant,,-0.0008,J20,0
phecode,496.2,both_sexes,,,Chronic bronchitis,,,respiratory,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-496.2-both_sexes.tsv.bgz.tbi,13013,5447,6703,"AFR,CSA,EUR",3,77,,156,,11764,,5999,,7886,,379656,,0.0251,,0.1085,,0.16315,,0.998,,1.0111,,1.1039,,phecode-496.2-both_sexes.tsv.bgz,phecode-496.2-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-496.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-496.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-496.2-both_sexes.tsv.bgz.tbi,1630406566,2056875,d093b1ce73c9adca4fe85a39986d5be9,d8047e3c51d039da1191633a7d01ec03,PH_Chronic_bronchitis_h0.16315_n13013,J41.0,0,PH_Chronic_bronchitis_h0.16315,1.07,PASS,"CSA,EUR",0.0249,J41-J41.0-J41.1-J41.8-J42,0
phecode,519,both_sexes,,,"Other diseases of respiratory system, not elsewhere classified",,,respiratory,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-519-both_sexes.tsv.bgz.tbi,14579,6455,6996,"AFR,CSA,EUR",3,187,,323,,12739,,6449,,8553,,407792,,0.0398,,0.0395,,0.054501,,1.0012,,1.0343,,1.0299,,phecode-519-both_sexes.tsv.bgz,phecode-519-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-519-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-519-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-519-both_sexes.tsv.bgz.tbi,1675995114,2064793,7cb9cabb96fba2120ca12a55fcfe5226,70e72689f57342caf72b97967a1f387b,PH_Other_diseases_of_respiratory_system_not_elsewhere_classified_h0.05450_n14579,G99.8,0,PH_Other_diseases_of_respiratory_system_not_elsewhere_classified_h0.05450,1.04,h2_z_insignificant,,0.0024,J98.9,0
phecode,519.8,both_sexes,,,"Other diseases of respiratory system, NEC",,,respiratory,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-519.8-both_sexes.tsv.bgz.tbi,13188,5859,6330,"AFR,CSA,EUR",3,173,,298,,11538,,6449,,8553,,407792,,0.0374,,0.0333,,0.052799,,1.0204,,1.0339,,1.0239,,phecode-519.8-both_sexes.tsv.bgz,phecode-519.8-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-519.8-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-519.8-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-519.8-both_sexes.tsv.bgz.tbi,1670528769,2063582,f8af285d7146e4a815b72609d8d98e33,cb6d21c0b87725903a33c52544d32d5e,PH_Other_diseases_of_respiratory_system_NEC_h0.05280_n13188,Z83.6,0,PH_Other_diseases_of_respiratory_system_NEC_h0.05280,1.03,h2_z_insignificant,,0.0012,J22-J98.8-Z87.0,0
phecode,575.8,both_sexes,,,Other disorders of biliary tract,,,digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-575.8-both_sexes.tsv.bgz.tbi,2972,1536,1219,EUR,1,,,,,2631,,,,,,399542,,,,,,0.065951,,,,,,1.0352,,phecode-575.8-both_sexes.tsv.bgz,phecode-575.8-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-575.8-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-575.8-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-575.8-both_sexes.tsv.bgz.tbi,544232532,1752179,2344d52dd1c45021679628b52cdd1231,aff784554a807b86b1111eef5fd98104,PH_Other_disorders_of_biliary_tract_h0.06595_n2972,K83.9,0,PH_Other_disorders_of_biliary_tract_h0.06595,1.02,h2_z_insignificant,,0.0061,K83,0
phecode,577.1,both_sexes,,,Acute pancreatitis,,,digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-577.1-both_sexes.tsv.bgz.tbi,2735,1282,1240,"CSA,EUR",2,,,63,,2395,,,,8799,,417106,,,,0,,0.075925,,,,1.0068,,1.0149,,phecode-577.1-both_sexes.tsv.bgz,phecode-577.1-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-577.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-577.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-577.1-both_sexes.tsv.bgz.tbi,1095377236,1928987,f28316d09452aba3a2eb4eec10780d26,be088edd15cdf7c346609bb76d2b36af,PH_Acute_pancreatitis_h0.07593_n2735,K85,0,PH_Acute_pancreatitis_h0.07593,1.03,h2_z_insignificant,,0.0005,B25.2-K85,0
