10ClassKind,10DepthInKind,icd10Code,icd10Chapter,icd10Title,11ClassKind,11DepthInKind,ICD-11 FoundationURI,Linearization (releaseURI),icd11Code,icd11Chapter,icd11Title,2020-09-15
category,2,A56.8,I,Sexually transmitted chlamydial infection of other sites,category,2,http://id.who.int/icd/entity/900285196,http://id.who.int/icd/release/11/beta/mms/900285196/unspecified,1A81.Z,01,Non-ulcerative sexually transmitted chlamydial infection of unspecified site,
category,1,A57,I,Chancroid,category,1,http://id.who.int/icd/entity/1357024926,http://id.who.int/icd/release/11/beta/mms/1357024926,1A90,01,Chancroid,
category,1,A58,I,Granuloma inguinale,category,1,http://id.who.int/icd/entity/764124124,http://id.who.int/icd/release/11/beta/mms/764124124,1A91,01,Granuloma inguinale,
category,1,A59,I,Trichomoniasis,category,1,http://id.who.int/icd/entity/1220564554,http://id.who.int/icd/release/11/beta/mms/1220564554,1A92,01,Trichomoniasis,
category,2,A59.0,I,Urogenital trichomoniasis,category,1,http://id.who.int/icd/entity/2123805311,http://id.who.int/icd/release/11/beta/mms/1220564554,1A92,01,Trichomoniasis,
category,2,A59.8,I,Trichomoniasis of other sites,category,1,http://id.who.int/icd/entity/1220564554,http://id.who.int/icd/release/11/beta/mms/1220564554,1A92,01,Trichomoniasis,
category,2,A59.9,I,"Trichomoniasis, unspecified",category,1,http://id.who.int/icd/entity/1220564554,http://id.who.int/icd/release/11/beta/mms/1220564554,1A92,01,Trichomoniasis,
category,1,A60,I,Anogenital herpesviral [herpes simplex] infection,category,2,http://id.who.int/icd/entity/616315615,http://id.who.int/icd/release/11/beta/mms/616315615/unspecified,1A94.Z,01,Anogenital herpes simplex infection without further specification,
category,2,A60.0,I,Herpesviral infection of genitalia and urogenital tract,category,2,http://id.who.int/icd/entity/666746193,http://id.who.int/icd/release/11/beta/mms/666746193,1A94.0,01,Herpes simplex infection of genitalia or urogenital tract,
category,2,A60.1,I,Herpesviral infection of perianal skin and rectum,category,2,http://id.who.int/icd/entity/1123446981,http://id.who.int/icd/release/11/beta/mms/1123446981,1A94.1,01,Herpes simplex infection of perianal skin or rectum,
category,2,A60.9,I,"Anogenital herpesviral infection, unspecified",category,2,http://id.who.int/icd/entity/616315615,http://id.who.int/icd/release/11/beta/mms/616315615/unspecified,1A94.Z,01,Anogenital herpes simplex infection without further specification,
category,1,A63,I,"Other predominantly sexually transmitted diseases, not elsewhere classified",category,1,http://id.who.int/icd/entity/1904876434,http://id.who.int/icd/release/11/beta/mms/1904876434/unspecified,1A9Z,01,"Predominantly sexually transmitted infections, unspecified",
category,2,A63.0,I,Anogenital (venereal) warts,category,1,http://id.who.int/icd/entity/641342831,http://id.who.int/icd/release/11/beta/mms/641342831,1A95,01,Anogenital warts,
category,2,A63.8,I,Other specified predominantly sexually transmitted diseases,category,1,http://id.who.int/icd/entity/1904876434,http://id.who.int/icd/release/11/beta/mms/1904876434/unspecified,1A9Z,01,"Predominantly sexually transmitted infections, unspecified",
category,1,A64,I,Unspecified sexually transmitted disease,category,1,http://id.who.int/icd/entity/1904876434,http://id.who.int/icd/release/11/beta/mms/1904876434/unspecified,1A9Z,01,"Predominantly sexually transmitted infections, unspecified",
block,1,A65-A69,I,Other spirochaetal diseases,category,1,http://id.who.int/icd/entity/1998718899,http://id.who.int/icd/release/11/beta/mms/487269828/unspecified,1C4Z,01,Unspecified bacterial disease,
category,1,A65,I,Nonvenereal syphilis,category,1,http://id.who.int/icd/entity/1186214944,http://id.who.int/icd/release/11/beta/mms/1186214944,1C1F,01,Endemic non-venereal syphilis,
category,1,A66,I,Yaws,category,1,http://id.who.int/icd/entity/840525023,http://id.who.int/icd/release/11/beta/mms/840525023,1C1D,01,Yaws,
category,2,A66.0,I,Initial lesions of yaws,category,2,http://id.who.int/icd/entity/3933330,http://id.who.int/icd/release/11/beta/mms/3933330,1C1D.0,01,Primary yaws,
category,2,A66.1,I,Multiple papillomata and wet crab yaws,category,2,http://id.who.int/icd/entity/944473231,http://id.who.int/icd/release/11/beta/mms/944473231,1C1D.1,01,Secondary yaws,
category,2,A66.2,I,Other early skin lesions of yaws,category,2,http://id.who.int/icd/entity/944473231,http://id.who.int/icd/release/11/beta/mms/944473231,1C1D.1,01,Secondary yaws,
category,2,A66.3,I,Hyperkeratosis of yaws,category,2,http://id.who.int/icd/entity/944473231,http://id.who.int/icd/release/11/beta/mms/944473231,1C1D.1,01,Secondary yaws,
category,2,A66.4,I,Gummata and ulcers of yaws,category,2,http://id.who.int/icd/entity/406586413,http://id.who.int/icd/release/11/beta/mms/406586413,1C1D.2,01,Tertiary yaws,
category,2,A66.5,I,Gangosa,category,2,http://id.who.int/icd/entity/406586413,http://id.who.int/icd/release/11/beta/mms/406586413,1C1D.2,01,Tertiary yaws,
category,2,A66.6,I,Bone and joint lesions of yaws,category,1,http://id.who.int/icd/entity/840525023,http://id.who.int/icd/release/11/beta/mms/840525023,1C1D,01,Yaws,
category,2,A66.7,I,Other manifestations of yaws,category,1,http://id.who.int/icd/entity/840525023,http://id.who.int/icd/release/11/beta/mms/840525023,1C1D,01,Yaws,
category,2,A66.8,I,Latent yaws,category,2,http://id.who.int/icd/entity/247169608,http://id.who.int/icd/release/11/beta/mms/247169608,1C1D.3,01,Latent yaws,
category,2,A66.9,I,"Yaws, unspecified",category,1,http://id.who.int/icd/entity/840525023,http://id.who.int/icd/release/11/beta/mms/840525023,1C1D,01,Yaws,
category,1,A67,I,Pinta [carate],category,1,http://id.who.int/icd/entity/1465035083,http://id.who.int/icd/release/11/beta/mms/1465035083,1C1E,01,Pinta,
category,2,A67.0,I,Primary lesions of pinta,category,2,http://id.who.int/icd/entity/482659345,http://id.who.int/icd/release/11/beta/mms/482659345,1C1E.0,01,Primary lesions of pinta,
category,2,A67.1,I,Intermediate lesions of pinta,category,2,http://id.who.int/icd/entity/2039415173,http://id.who.int/icd/release/11/beta/mms/2039415173,1C1E.1,01,Intermediate lesions of pinta,
category,2,A67.2,I,Late lesions of pinta,category,2,http://id.who.int/icd/entity/220352892,http://id.who.int/icd/release/11/beta/mms/220352892,1C1E.2,01,Late lesions of pinta,
category,2,A67.3,I,Mixed lesions of pinta,category,2,http://id.who.int/icd/entity/1751751918,http://id.who.int/icd/release/11/beta/mms/1751751918,1C1E.3,01,Mixed lesions of pinta,
category,2,A67.9,I,"Pinta, unspecified",category,1,http://id.who.int/icd/entity/1465035083,http://id.who.int/icd/release/11/beta/mms/1465035083,1C1E,01,Pinta,
category,1,A68,I,Relapsing fevers,category,1,http://id.who.int/icd/entity/965498095,http://id.who.int/icd/release/11/beta/mms/965498095,1C1J,01,Relapsing fever,
category,2,A68.0,I,Louse-borne relapsing fever,category,2,http://id.who.int/icd/entity/1379934125,http://id.who.int/icd/release/11/beta/mms/1379934125,1C1J.1,01,Louse-borne relapsing fever,
category,2,A68.1,I,Tick-borne relapsing fever,category,2,http://id.who.int/icd/entity/923521593,http://id.who.int/icd/release/11/beta/mms/923521593,1C1J.0,01,Tick-borne relapsing fever,
category,2,A68.9,I,"Relapsing fever, unspecified",category,1,http://id.who.int/icd/entity/965498095,http://id.who.int/icd/release/11/beta/mms/965498095,1C1J,01,Relapsing fever,
category,1,A69,I,Other spirochaetal infections,category,1,http://id.who.int/icd/entity/1998718899,http://id.who.int/icd/release/11/beta/mms/487269828/unspecified,1C4Z,01,Unspecified bacterial disease,
category,2,A69.0,I,Necrotizing ulcerative stomatitis,category,2,http://id.who.int/icd/entity/1320736556,http://id.who.int/icd/release/11/beta/mms/1320736556/unspecified,1C1H.Z,01,"Necrotising ulcerative gingivitis, unspecified",
category,2,A69.1,I,Other Vincent infections,category,1,http://id.who.int/icd/entity/1998718899,http://id.who.int/icd/release/11/beta/mms/487269828/unspecified,1C4Z,01,Unspecified bacterial disease,
category,2,A69.2,I,Lyme disease,category,1,http://id.who.int/icd/entity/1600014919,http://id.who.int/icd/release/11/beta/mms/1600014919,1C1G,01,Lyme borreliosis,
category,2,A69.8,I,Other specified spirochaetal infections,category,1,http://id.who.int/icd/entity/1998718899,http://id.who.int/icd/release/11/beta/mms/487269828/unspecified,1C4Z,01,Unspecified bacterial disease,
category,2,A69.9,I,"Spirochaetal infection, unspecified",category,1,http://id.who.int/icd/entity/1998718899,http://id.who.int/icd/release/11/beta/mms/487269828/unspecified,1C4Z,01,Unspecified bacterial disease,
block,1,A70-A74,I,Other diseases caused by chlamydiae,category,1,http://id.who.int/icd/entity/1127435854,http://id.who.int/icd/release/11/beta/mms/1127435854/unspecified,1C2Z,01,"Other diseases due to chlamydiae, unspecified",
category,1,A70,I,Chlamydia psittaci infection,category,1,http://id.who.int/icd/entity/1937339080,http://id.who.int/icd/release/11/beta/mms/1937339080,1C22,01,Infections due to Chlamydia psittaci,
category,1,A71,I,Trachoma,category,2,http://id.who.int/icd/entity/372424530,http://id.who.int/icd/release/11/beta/mms/372424530/unspecified,1C23.Z,01,"Trachoma, unspecified",
category,2,A71.0,I,Initial stage of trachoma,category,2,http://id.who.int/icd/entity/727668449,http://id.who.int/icd/release/11/beta/mms/727668449,1C23.0,01,Initial stage of trachoma,
category,2,A71.1,I,Active stage of trachoma,category,2,http://id.who.int/icd/entity/1309973365,http://id.who.int/icd/release/11/beta/mms/1309973365,1C23.1,01,Active stage of trachoma,
category,2,A71.9,I,"Trachoma, unspecified",category,2,http://id.who.int/icd/entity/372424530,http://id.who.int/icd/release/11/beta/mms/372424530/unspecified,1C23.Z,01,"Trachoma, unspecified",
category,1,A74,I,Other diseases caused by chlamydiae,category,1,http://id.who.int/icd/entity/1127435854,http://id.who.int/icd/release/11/beta/mms/1127435854/unspecified,1C2Z,01,"Other diseases due to chlamydiae, unspecified",
category,2,A74.0,I,Chlamydial conjunctivitis,category,1,http://id.who.int/icd/entity/223956768,http://id.who.int/icd/release/11/beta/mms/223956768,1C20,01,Chlamydial conjunctivitis,
category,2,A74.8,I,Other chlamydial diseases,category,1,http://id.who.int/icd/entity/1127435854,http://id.who.int/icd/release/11/beta/mms/1127435854/unspecified,1C2Z,01,"Other diseases due to chlamydiae, unspecified",
category,2,A74.9,I,"Chlamydial infection, unspecified",category,1,http://id.who.int/icd/entity/1127435854,http://id.who.int/icd/release/11/beta/mms/1127435854/unspecified,1C2Z,01,"Other diseases due to chlamydiae, unspecified",
block,1,A75-A79,I,Rickettsioses,category,1,http://id.who.int/icd/entity/1981846,http://id.who.int/icd/release/11/beta/mms/1981846/unspecified,1C3Z,01,"Rickettsioses, unspecified",
category,1,A75,I,Typhus fever,category,2,http://id.who.int/icd/entity/292650041,http://id.who.int/icd/release/11/beta/mms/292650041/unspecified,1C30.Z,01,"Typhus fever, unspecified",
category,2,A75.0,I,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,category,2,http://id.who.int/icd/entity/295798687,http://id.who.int/icd/release/11/beta/mms/295798687,1C30.0,01,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,
category,2,A75.1,I,Recrudescent typhus [Brill disease],category,2,http://id.who.int/icd/entity/1961511435,http://id.who.int/icd/release/11/beta/mms/1961511435,1C30.1,01,Recrudescent typhus,
category,2,A75.2,I,Typhus fever due to Rickettsia typhi,category,2,http://id.who.int/icd/entity/4659958,http://id.who.int/icd/release/11/beta/mms/4659958,1C30.2,01,Typhus fever due to Rickettsia typhi,
category,2,A75.3,I,Typhus fever due to Rickettsia tsutsugamushi,category,2,http://id.who.int/icd/entity/1695340384,http://id.who.int/icd/release/11/beta/mms/1695340384,1C30.3,01,Typhus fever due to Orientia tsutsugamushi,
category,2,A75.9,I,"Typhus fever, unspecified",category,2,http://id.who.int/icd/entity/292650041,http://id.who.int/icd/release/11/beta/mms/292650041/unspecified,1C30.Z,01,"Typhus fever, unspecified",
category,1,A77,I,Spotted fever [tick-borne rickettsioses],category,2,http://id.who.int/icd/entity/9953620,http://id.who.int/icd/release/11/beta/mms/9953620/unspecified,1C31.Z,01,"Spotted fever, unspecified",
category,2,A77.0,I,Spotted fever due to Rickettsia rickettsii,category,2,http://id.who.int/icd/entity/215936800,http://id.who.int/icd/release/11/beta/mms/215936800,1C31.0,01,Spotted fever due to Rickettsia rickettsii,
category,2,A77.1,I,Spotted fever due to Rickettsia conorii,category,2,http://id.who.int/icd/entity/1771381430,http://id.who.int/icd/release/11/beta/mms/1771381430,1C31.1,01,Spotted fever due to Rickettsia conorii,
category,2,A77.2,I,Spotted fever due to Rickettsia sibirica,category,2,http://id.who.int/icd/entity/490238539,http://id.who.int/icd/release/11/beta/mms/490238539,1C31.2,01,Spotted fever due to Rickettsia sibirica,
category,2,A77.3,I,Spotted fever due to Rickettsia australis,category,2,http://id.who.int/icd/entity/2020851679,http://id.who.int/icd/release/11/beta/mms/2020851679,1C31.3,01,Spotted fever due to Rickettsia australis,
category,2,A77.8,I,Other spotted fevers,category,2,http://id.who.int/icd/entity/9953620,http://id.who.int/icd/release/11/beta/mms/9953620/unspecified,1C31.Z,01,"Spotted fever, unspecified",
category,2,A77.9,I,"Spotted fever, unspecified",category,2,http://id.who.int/icd/entity/9953620,http://id.who.int/icd/release/11/beta/mms/9953620/unspecified,1C31.Z,01,"Spotted fever, unspecified",
category,1,A78,I,Q fever,category,1,http://id.who.int/icd/entity/2113860626,http://id.who.int/icd/release/11/beta/mms/2113860626,1C33,01,Q fever,
category,1,A79,I,Other rickettsioses,category,1,http://id.who.int/icd/entity/1981846,http://id.who.int/icd/release/11/beta/mms/1981846/unspecified,1C3Z,01,"Rickettsioses, unspecified",
category,2,A79.0,I,Trench fever,category,2,http://id.who.int/icd/entity/1587737629,http://id.who.int/icd/release/11/beta/mms/1587737629,1C11.1,01,Trench fever,
category,2,A79.1,I,Rickettsialpox due to Rickettsia akari,category,1,http://id.who.int/icd/entity/1005140361,http://id.who.int/icd/release/11/beta/mms/1005140361,1C32,01,Rickettsialpox,
category,2,A79.8,I,Other specified rickettsioses,category,1,http://id.who.int/icd/entity/1981846,http://id.who.int/icd/release/11/beta/mms/1981846/unspecified,1C3Z,01,"Rickettsioses, unspecified",
category,2,A79.9,I,"Rickettsiosis, unspecified",category,1,http://id.who.int/icd/entity/1981846,http://id.who.int/icd/release/11/beta/mms/1981846/unspecified,1C3Z,01,"Rickettsioses, unspecified",
block,1,A80-A89,I,Viral infections of the central nervous system,category,1,http://id.who.int/icd/entity/1104303944,http://id.who.int/icd/release/11/beta/mms/1104303944/unspecified,1C8Z,01,"Viral infections of the central nervous system, unspecified",
category,1,A80,I,Acute poliomyelitis,category,1,http://id.who.int/icd/entity/588527933,http://id.who.int/icd/release/11/beta/mms/588527933,1C81,01,Acute poliomyelitis,
category,2,A80.0,I,"Acute paralytic poliomyelitis, vaccine-associated",category,1,http://id.who.int/icd/entity/953127297,http://id.who.int/icd/release/11/beta/mms/588527933,1C81,01,Acute poliomyelitis,
category,2,A80.1,I,"Acute paralytic poliomyelitis, wild virus, imported",category,1,http://id.who.int/icd/entity/1568955413,http://id.who.int/icd/release/11/beta/mms/588527933,1C81,01,Acute poliomyelitis,
category,2,A80.2,I,"Acute paralytic poliomyelitis, wild virus, indigenous",category,1,http://id.who.int/icd/entity/690556140,http://id.who.int/icd/release/11/beta/mms/588527933,1C81,01,Acute poliomyelitis,
category,2,A80.3,I,"Acute paralytic poliomyelitis, other and unspecified",category,1,http://id.who.int/icd/entity/588527933,http://id.who.int/icd/release/11/beta/mms/588527933,1C81,01,Acute poliomyelitis,
category,2,A80.4,I,Acute nonparalytic poliomyelitis,category,1,http://id.who.int/icd/entity/1066160874,http://id.who.int/icd/release/11/beta/mms/588527933,1C81,01,Acute poliomyelitis,
category,2,A80.9,I,"Acute poliomyelitis, unspecified",category,1,http://id.who.int/icd/entity/588527933,http://id.who.int/icd/release/11/beta/mms/588527933,1C81,01,Acute poliomyelitis,
category,1,A81,I,Atypical virus infections of central nervous system,category,1,http://id.who.int/icd/entity/1104303944,http://id.who.int/icd/release/11/beta/mms/1104303944/unspecified,1C8Z,01,"Viral infections of the central nervous system, unspecified",
category,2,A81.0,I,Creutzfeldt-Jakob disease,category,2,http://id.who.int/icd/entity/607607042,http://id.who.int/icd/release/11/beta/mms/607607042,8E02.0,08,Genetic Creutzfeldt-Jakob disease,
category,2,A81.1,I,Subacute sclerosing panencephalitis,category,3,http://id.who.int/icd/entity/1098683540,http://id.who.int/icd/release/11/beta/mms/1098683540,8A45.01,08,Subacute sclerosing panencephalitis,
category,2,A81.2,I,Progressive multifocal leukoencephalopathy,category,3,http://id.who.int/icd/entity/902939755,http://id.who.int/icd/release/11/beta/mms/902939755,8A45.02,08,Progressive multifocal leukoencephalopathy,
category,2,A81.8,I,Other atypical virus infections of central nervous system,category,1,http://id.who.int/icd/entity/1104303944,http://id.who.int/icd/release/11/beta/mms/1104303944/unspecified,1C8Z,01,"Viral infections of the central nervous system, unspecified",
category,2,A81.9,I,"Atypical virus infection of central nervous system, unspecified",category,1,http://id.who.int/icd/entity/1104303944,http://id.who.int/icd/release/11/beta/mms/1104303944/unspecified,1C8Z,01,"Viral infections of the central nervous system, unspecified",
category,1,A82,I,Rabies,category,1,http://id.who.int/icd/entity/854762584,http://id.who.int/icd/release/11/beta/mms/854762584,1C82,01,Rabies,
category,2,A82.0,I,Sylvatic rabies,category,1,http://id.who.int/icd/entity/632355134,http://id.who.int/icd/release/11/beta/mms/854762584,1C82,01,Rabies,
category,2,A82.1,I,Urban rabies,category,1,http://id.who.int/icd/entity/1090204844,http://id.who.int/icd/release/11/beta/mms/854762584,1C82,01,Rabies,
category,2,A82.9,I,"Rabies, unspecified",category,1,http://id.who.int/icd/entity/854762584,http://id.who.int/icd/release/11/beta/mms/854762584,1C82,01,Rabies,
category,1,A83,I,Mosquito-borne viral encephalitis,category,1,http://id.who.int/icd/entity/1104303944,http://id.who.int/icd/release/11/beta/mms/1104303944/unspecified,1C8Z,01,"Viral infections of the central nervous system, unspecified",
category,2,A83.0,I,Japanese encephalitis,category,1,http://id.who.int/icd/entity/961032639,http://id.who.int/icd/release/11/beta/mms/961032639,1C85,01,Japanese encephalitis,
category,2,A83.1,I,Western equine encephalitis,category,1,http://id.who.int/icd/entity/1543765035,http://id.who.int/icd/release/11/beta/mms/1543765035,1C83,01,Western equine encephalitis,
category,2,A83.2,I,Eastern equine encephalitis,category,1,http://id.who.int/icd/entity/682536148,http://id.who.int/icd/release/11/beta/mms/682536148,1C84,01,Eastern equine encephalitis,
category,2,A83.3,I,St Louis encephalitis,category,1,http://id.who.int/icd/entity/1306878274,http://id.who.int/icd/release/11/beta/mms/1306878274,1C86,01,St Louis encephalitis,
category,2,A83.4,I,Australian encephalitis,category,1,http://id.who.int/icd/entity/1040970454,http://id.who.int/icd/release/11/beta/mms/1040970454,1C88,01,Murray Valley encephalitis,
category,2,A83.5,I,California encephalitis,category,1,http://id.who.int/icd/entity/1104303944,http://id.who.int/icd/release/11/beta/mms/1104303944/unspecified,1C8Z,01,"Viral infections of the central nervous system, unspecified",
category,2,A83.6,I,Rocio virus disease,category,1,http://id.who.int/icd/entity/804089791,http://id.who.int/icd/release/11/beta/mms/804089791,1C87,01,Rocio viral encephalitis,
category,2,A83.8,I,Other mosquito-borne viral encephalitis,category,1,http://id.who.int/icd/entity/1104303944,http://id.who.int/icd/release/11/beta/mms/1104303944/unspecified,1C8Z,01,"Viral infections of the central nervous system, unspecified",
category,2,A83.9,I,"Mosquito-borne viral encephalitis, unspecified",category,1,http://id.who.int/icd/entity/1104303944,http://id.who.int/icd/release/11/beta/mms/1104303944/unspecified,1C8Z,01,"Viral infections of the central nervous system, unspecified",
category,1,A84,I,Tick-borne viral encephalitis,category,1,http://id.who.int/icd/entity/1104303944,http://id.who.int/icd/release/11/beta/mms/1104303944/unspecified,1C8Z,01,"Viral infections of the central nervous system, unspecified",
category,2,A84.0,I,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],category,1,http://id.who.int/icd/entity/36782335,http://id.who.int/icd/release/11/beta/mms/36782335,1C89,01,Far Eastern tick-borne encephalitis,
category,2,A84.1,I,Central European tick-borne encephalitis,category,1,http://id.who.int/icd/entity/1736084843,http://id.who.int/icd/release/11/beta/mms/1736084843,1C8A,01,Central European tick-borne encephalitis,
category,2,A84.8,I,Other tick-borne viral encephalitis,category,1,http://id.who.int/icd/entity/1104303944,http://id.who.int/icd/release/11/beta/mms/1104303944/unspecified,1C8Z,01,"Viral infections of the central nervous system, unspecified",
category,2,A84.9,I,"Tick-borne viral encephalitis, unspecified",category,1,http://id.who.int/icd/entity/1104303944,http://id.who.int/icd/release/11/beta/mms/1104303944/unspecified,1C8Z,01,"Viral infections of the central nervous system, unspecified",
category,1,A85,I,"Other viral encephalitis, not elsewhere classified",category,1,http://id.who.int/icd/entity/956664712,http://id.who.int/icd/release/11/beta/mms/956664712,1C80,01,Viral encephalitis not elsewhere classified,
category,2,A85.0,I,Enteroviral encephalitis,category,1,http://id.who.int/icd/entity/516524160,http://id.who.int/icd/release/11/beta/mms/956664712,1C80,01,Viral encephalitis not elsewhere classified,
category,2,A85.1,I,Adenoviral encephalitis,category,1,http://id.who.int/icd/entity/956664712,http://id.who.int/icd/release/11/beta/mms/956664712,1C80,01,Viral encephalitis not elsewhere classified,
category,2,A85.2,I,"Arthropod-borne viral encephalitis, unspecified",category,1,http://id.who.int/icd/entity/956664712,http://id.who.int/icd/release/11/beta/mms/956664712,1C80,01,Viral encephalitis not elsewhere classified,
category,2,A85.8,I,Other specified viral encephalitis,category,1,http://id.who.int/icd/entity/956664712,http://id.who.int/icd/release/11/beta/mms/956664712,1C80,01,Viral encephalitis not elsewhere classified,
category,1,A86,I,Unspecified viral encephalitis,category,1,http://id.who.int/icd/entity/956664712,http://id.who.int/icd/release/11/beta/mms/956664712,1C80,01,Viral encephalitis not elsewhere classified,
category,1,A87,I,Viral meningitis,category,2,http://id.who.int/icd/entity/1358604969,http://id.who.int/icd/release/11/beta/mms/1358604969/unspecified,1C8E.Z,01,"Viral meningitis not elsewhere classified, unspecified",
category,2,A87.0,I,Enteroviral meningitis,category,2,http://id.who.int/icd/entity/62316737,http://id.who.int/icd/release/11/beta/mms/62316737,1C8E.1,01,Enteroviral meningitis,
category,2,A87.1,I,Adenoviral meningitis,category,2,http://id.who.int/icd/entity/1727868245,http://id.who.int/icd/release/11/beta/mms/1727868245,1C8E.2,01,Meningitis due to adenovirus,
category,2,A87.2,I,Lymphocytic choriomeningitis,category,1,http://id.who.int/icd/entity/307264938,http://id.who.int/icd/release/11/beta/mms/307264938,1C8F,01,Lymphocytic choriomeningitis,
category,2,A87.8,I,Other viral meningitis,category,2,http://id.who.int/icd/entity/1358604969,http://id.who.int/icd/release/11/beta/mms/1358604969/unspecified,1C8E.Z,01,"Viral meningitis not elsewhere classified, unspecified",
category,2,A87.9,I,"Viral meningitis, unspecified",category,2,http://id.who.int/icd/entity/1358604969,http://id.who.int/icd/release/11/beta/mms/1358604969/unspecified,1C8E.Z,01,"Viral meningitis not elsewhere classified, unspecified",
category,1,A88,I,"Other viral infections of central nervous system, not elsewhere classified",category,1,http://id.who.int/icd/entity/1104303944,http://id.who.int/icd/release/11/beta/mms/1104303944/unspecified,1C8Z,01,"Viral infections of the central nervous system, unspecified",
category,2,A88.0,I,Enteroviral exanthematous fever [Boston exanthem],category,2,http://id.who.int/icd/entity/1295135613,http://id.who.int/icd/release/11/beta/mms/1295135613,1F05.2,01,Enteroviral exanthematous fever,
category,2,A88.1,I,Epidemic vertigo,category,1,http://id.who.int/icd/entity/679083753,http://id.who.int/icd/release/11/beta/mms/1104303944/unspecified,1C8Z,01,"Viral infections of the central nervous system, unspecified",
category,2,A88.8,I,Other specified viral infections of central nervous system,category,1,http://id.who.int/icd/entity/1104303944,http://id.who.int/icd/release/11/beta/mms/1104303944/unspecified,1C8Z,01,"Viral infections of the central nervous system, unspecified",
category,1,A89,I,Unspecified viral infection of central nervous system,category,1,http://id.who.int/icd/entity/1104303944,http://id.who.int/icd/release/11/beta/mms/1104303944/unspecified,1C8Z,01,"Viral infections of the central nervous system, unspecified",
block,1,A92-A99,I,Arthropod-borne viral fevers and viral haemorrhagic fevers,category,1,http://id.who.int/icd/entity/921595235,http://id.who.int/icd/release/11/beta/mms/921595235/unspecified,1D4Z,01,"Arthropod-borne viral fever, virus unspecified",
category,1,A92,I,Other mosquito-borne viral fevers,category,1,http://id.who.int/icd/entity/921595235,http://id.who.int/icd/release/11/beta/mms/921595235/unspecified,1D4Z,01,"Arthropod-borne viral fever, virus unspecified",
category,2,A92.0,I,Chikungunya virus disease,category,1,http://id.who.int/icd/entity/900389391,http://id.who.int/icd/release/11/beta/mms/900389391,1D40,01,Chikungunya virus disease,
category,2,A92.1,I,O'nyong-nyong fever,category,1,http://id.who.int/icd/entity/1356928923,http://id.who.int/icd/release/11/beta/mms/1356928923,1D42,01,O'nyong-nyong fever,
category,2,A92.2,I,Venezuelan equine fever,category,1,http://id.who.int/icd/entity/608978790,http://id.who.int/icd/release/11/beta/mms/608978790,1C8C,01,Venezuelan equine encephalitis,
category,2,A92.3,I,West Nile virus infection,category,1,http://id.who.int/icd/entity/1091013360,http://id.who.int/icd/release/11/beta/mms/1091013360,1D46,01,West Nile virus infection,
category,2,A92.4,I,Rift Valley fever,category,1,http://id.who.int/icd/entity/854137188,http://id.who.int/icd/release/11/beta/mms/854137188,1D44,01,Rift Valley fever,
category,2,A92.5,I,Zika virus disease,category,1,http://id.who.int/icd/entity/1401438580,http://id.who.int/icd/release/11/beta/mms/1401438580,1D48,01,Zika virus disease,
category,2,A92.8,I,Other specified mosquito-borne viral fevers,category,1,http://id.who.int/icd/entity/921595235,http://id.who.int/icd/release/11/beta/mms/921595235/unspecified,1D4Z,01,"Arthropod-borne viral fever, virus unspecified",
category,2,A92.9,I,"Mosquito-borne viral fever, unspecified",category,1,http://id.who.int/icd/entity/921595235,http://id.who.int/icd/release/11/beta/mms/921595235/unspecified,1D4Z,01,"Arthropod-borne viral fever, virus unspecified",
category,1,A93,I,"Other arthropod-borne viral fevers, not elsewhere classified",category,1,http://id.who.int/icd/entity/921595235,http://id.who.int/icd/release/11/beta/mms/921595235/unspecified,1D4Z,01,"Arthropod-borne viral fever, virus unspecified",
category,2,A93.0,I,Oropouche virus disease,category,1,http://id.who.int/icd/entity/693244560,http://id.who.int/icd/release/11/beta/mms/693244560,1D43,01,Oropouche virus disease,
category,2,A93.1,I,Sandfly fever,category,1,http://id.who.int/icd/entity/1276763930,http://id.who.int/icd/release/11/beta/mms/1276763930,1D45,01,Sandfly fever,
category,2,A93.2,I,Colorado tick fever,category,1,http://id.who.int/icd/entity/951357413,http://id.who.int/icd/release/11/beta/mms/951357413,1D41,01,Colorado tick fever,
category,2,A93.8,I,Other specified arthropod-borne viral fevers,category,1,http://id.who.int/icd/entity/921595235,http://id.who.int/icd/release/11/beta/mms/921595235/unspecified,1D4Z,01,"Arthropod-borne viral fever, virus unspecified",
category,1,A94,I,Unspecified arthropod-borne viral fever,category,1,http://id.who.int/icd/entity/921595235,http://id.who.int/icd/release/11/beta/mms/921595235/unspecified,1D4Z,01,"Arthropod-borne viral fever, virus unspecified",
category,1,A95,I,Yellow fever,category,1,http://id.who.int/icd/entity/383352795,http://id.who.int/icd/release/11/beta/mms/383352795,1D47,01,Yellow fever,
category,2,A95.0,I,Sylvatic yellow fever,category,1,http://id.who.int/icd/entity/248752975,http://id.who.int/icd/release/11/beta/mms/383352795,1D47,01,Yellow fever,
category,2,A95.1,I,Urban yellow fever,category,1,http://id.who.int/icd/entity/1805149915,http://id.who.int/icd/release/11/beta/mms/383352795,1D47,01,Yellow fever,
category,2,A95.9,I,"Yellow fever, unspecified",category,1,http://id.who.int/icd/entity/383352795,http://id.who.int/icd/release/11/beta/mms/383352795,1D47,01,Yellow fever,
