"","coding","X","Unnamed..0","Unnamed..0.1","trait_type","phenocode","pheno_sex","modifier","description","description_more","coding_description","category","n_cases_full_cohort_both_sexes","n_cases_full_cohort_females","n_cases_full_cohort_males","pops","num_pops","n_cases_AFR","n_cases_AMR","n_cases_CSA","n_cases_EAS","n_cases_EUR","n_cases_MID","n_controls_AFR","n_controls_AMR","n_controls_CSA","n_controls_EAS","n_controls_EUR","n_controls_MID","saige_heritability_AFR","saige_heritability_AMR","saige_heritability_CSA","saige_heritability_EAS","saige_heritability_EUR","saige_heritability_MID","lambda_gc_AFR","lambda_gc_AMR","lambda_gc_CSA","lambda_gc_EAS","lambda_gc_EUR","lambda_gc_MID","filename","filename_tabix","aws_link","aws_link_tabix","wget","wget_tabix","size_in_bytes","size_in_bytes_tabix","md5_hex","md5_hex_tabix","phenocode_annotate_lst","category_manual","coding_description.1","new_pheno_annot","AB_ICD10"
"27","1201",27,27,238,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","bladder problem (not cancer)","UK Biobank Assessment Centre > Verbal interview > Medical conditions",2857,1971,886,"EUR",1,NA,NA,NA,NA,2542,NA,NA,NA,NA,NA,417931,NA,NA,NA,NA,NA,0.067049,NA,NA,NA,NA,NA,1.0307,NA,"categorical-20002-both_sexes-1201.tsv.bgz","categorical-20002-both_sexes-1201.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1201.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1201.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1201.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1201.tsv.bgz.tbi",544083400,1751957,"99045c2c7f3750b7c28c014d11cd5d9b","3298d240f4aae39205d0b2ef2a212eaf","CA_Medical_conditions_h0.06705_n2857","Medical conditions","bladder problem (not cancer)","CA_bladder_problem_(not_cancer)_h0.06705_n2857","N39"
"28","1202",28,28,239,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","urinary frequency / incontinence","UK Biobank Assessment Centre > Verbal interview > Medical conditions",1710,1099,611,"EUR",1,NA,NA,NA,NA,1479,NA,NA,NA,NA,NA,418994,NA,NA,NA,NA,NA,0.05262,NA,NA,NA,NA,NA,0.99498,NA,"categorical-20002-both_sexes-1202.tsv.bgz","categorical-20002-both_sexes-1202.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1202.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1202.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1202.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1202.tsv.bgz.tbi",540881055,1752001,"20928cc0edbfa3fff0bbde23358a3ed3","514f7d17c522d9ed1410210d8cd32227","CA_Medical_conditions_h0.05262_n1710","Medical conditions","urinary frequency / incontinence","CA_urinary_frequency_incontinence_h0.05262_n1710","N39"
"29","1222",29,29,241,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","type 1 diabetes","UK Biobank Assessment Centre > Verbal interview > Medical conditions",420,214,206,"EUR",1,NA,NA,NA,NA,363,NA,NA,NA,NA,NA,420110,NA,NA,NA,NA,NA,0.14695,NA,NA,NA,NA,NA,1.0105,NA,"categorical-20002-both_sexes-1222.tsv.bgz","categorical-20002-both_sexes-1222.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1222.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1222.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1222.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1222.tsv.bgz.tbi",526013326,1751021,"88314aebe6cc1b6ab2ccc007b9a91d66","93d6027a332a43937f72b72b57089a91","CA_Medical_conditions_h0.14695_n420","Medical conditions","type 1 diabetes","CA_type_1_diabetes_h0.14695_n420","E10"
"30","1224",30,30,243,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","thyroid problem (not cancer)","UK Biobank Assessment Centre > Verbal interview > Medical conditions",1268,1072,196,"EUR",1,NA,NA,NA,NA,1082,NA,NA,NA,NA,NA,419391,NA,NA,NA,NA,NA,0.13228,NA,NA,NA,NA,NA,1.0014,NA,"categorical-20002-both_sexes-1224.tsv.bgz","categorical-20002-both_sexes-1224.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1224.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1224.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1224.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1224.tsv.bgz.tbi",538315244,1751679,"7ef1774b08f4ee4278ed486aa459a8d6","c2d70374412ee5fc9f706bf29b56c3a0","CA_Medical_conditions_h0.13228_n1268","Medical conditions","thyroid problem (not cancer)","CA_thyroid_problem_(not_cancer)_h0.13228_n1268","E07"
"31","1242",31,31,251,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","eye/eyelid problem","UK Biobank Assessment Centre > Verbal interview > Medical conditions",3760,2160,1600,"EUR",1,NA,NA,NA,NA,3318,NA,NA,NA,NA,NA,417155,NA,NA,NA,NA,NA,0.054333,NA,NA,NA,NA,NA,0.98977,NA,"categorical-20002-both_sexes-1242.tsv.bgz","categorical-20002-both_sexes-1242.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1242.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1242.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1242.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1242.tsv.bgz.tbi",545081767,1752359,"fddec7eb42c039af286b380ed15f1537","35a4ea075823c0a7753695e1e3c43528","CA_Medical_conditions_h0.05433_n3760","sense_organs","eye/eyelid problem","CA_eye_eyelid_problem_h0.05433_n3760","H03"
"32","1243",32,32,252,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","psychological/psychiatric problem","UK Biobank Assessment Centre > Verbal interview > Medical conditions",465,257,208,"EUR",1,NA,NA,NA,NA,398,NA,NA,NA,NA,NA,420075,NA,NA,NA,NA,NA,0.24214,NA,NA,NA,NA,NA,0.97562,NA,"categorical-20002-both_sexes-1243.tsv.bgz","categorical-20002-both_sexes-1243.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1243.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1243.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1243.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1243.tsv.bgz.tbi",526782338,1751454,"f4001329133367accbec829da6f8c678","8086143d0dee6a7b380dee50949c6174","CA_Medical_conditions_h0.24214_n465","mental_disorders","psychological/psychiatric problem","CA_psychological_psychiatric_problem_h0.24214_n465","UNC"
"33","1251",33,33,257,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","spinal cord disorder","UK Biobank Assessment Centre > Verbal interview > Medical conditions",467,261,206,"EUR",1,NA,NA,NA,NA,415,NA,NA,NA,NA,NA,420058,NA,NA,NA,NA,NA,0.20933,NA,NA,NA,NA,NA,1.014,NA,"categorical-20002-both_sexes-1251.tsv.bgz","categorical-20002-both_sexes-1251.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1251.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1251.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1251.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1251.tsv.bgz.tbi",528351161,1751329,"b61a0044ef6e5477cb8cf64006a55fa5","65d82d02ad6df32fd19d943b33cc2327","CA_Medical_conditions_h0.20933_n467","Medical conditions","spinal cord disorder","CA_spinal_cord_disorder_h0.20933_n467","G95"
"34","1254",34,34,258,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","peripheral nerve disorder","UK Biobank Assessment Centre > Verbal interview > Medical conditions",245,136,109,"EUR",1,NA,NA,NA,NA,224,NA,NA,NA,NA,NA,420249,NA,NA,NA,NA,NA,0.13717,NA,NA,NA,NA,NA,0.98843,NA,"categorical-20002-both_sexes-1254.tsv.bgz","categorical-20002-both_sexes-1254.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1254.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1254.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1254.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1254.tsv.bgz.tbi",519000604,1751119,"04c1fec52d5f01f01f413d0564fcd5d6","ea22ad1eeb434adbbd6a891678537dba","CA_Medical_conditions_h0.13717_n245","Medical conditions","peripheral nerve disorder","CA_peripheral_nerve_disorder_h0.13717_n245","G62"
"35","1255",35,35,259,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","peripheral neuropathy","UK Biobank Assessment Centre > Verbal interview > Medical conditions",630,291,339,"EUR",1,NA,NA,NA,NA,581,NA,NA,NA,NA,NA,419892,NA,NA,NA,NA,NA,0.13745,NA,NA,NA,NA,NA,1.0114,NA,"categorical-20002-both_sexes-1255.tsv.bgz","categorical-20002-both_sexes-1255.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1255.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1255.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1255.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1255.tsv.bgz.tbi",531943784,1751502,"2756bdaf227ca2a2f4a82437591976ad","56bbffe5077dc8cff4d4e7fe0262b7b7","CA_Medical_conditions_h0.13745_n630","Medical conditions","peripheral neuropathy","CA_peripheral_neuropathy_h0.13745_n630","G90"
"36","1257",36,36,261,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","trapped nerve/compressed nerve","UK Biobank Assessment Centre > Verbal interview > Medical conditions",1401,682,719,"EUR",1,NA,NA,NA,NA,1239,NA,NA,NA,NA,NA,419234,NA,NA,NA,NA,NA,0.054887,NA,NA,NA,NA,NA,1.0301,NA,"categorical-20002-both_sexes-1257.tsv.bgz","categorical-20002-both_sexes-1257.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1257.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1257.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1257.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1257.tsv.bgz.tbi",539160573,1751579,"e2f72cdfa0a2451dea95f84aca1e102d","9dd0adfe2ff59ee4859186d1981bc9a7","CA_Medical_conditions_h0.05489_n1401","Medical conditions","trapped nerve/compressed nerve","CA_trapped_nerve_compressed_nerve_h0.05489_n1401","UNC"
"37","1261",37,37,263,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","multiple sclerosis","UK Biobank Assessment Centre > Verbal interview > Medical conditions",1689,1236,453,"EUR",1,NA,NA,NA,NA,1535,NA,NA,NA,NA,NA,418938,NA,NA,NA,NA,NA,0.24039,NA,NA,NA,NA,NA,1.0462,NA,"categorical-20002-both_sexes-1261.tsv.bgz","categorical-20002-both_sexes-1261.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1261.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1261.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1261.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1261.tsv.bgz.tbi",540906701,1752111,"9b1a706f7b6629235d136c23916c462e","296a22daaa4724b0bd7dc484fc2edbaf","CA_Medical_conditions_h0.24039_n1689","Medical conditions","multiple sclerosis","CA_multiple_sclerosis_h0.24039_n1689","G35"
"38","1262",38,38,264,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","parkinsons disease","UK Biobank Assessment Centre > Verbal interview > Medical conditions",822,303,519,"EUR",1,NA,NA,NA,NA,745,NA,NA,NA,NA,NA,419728,NA,NA,NA,NA,NA,0.12916,NA,NA,NA,NA,NA,0.99926,NA,"categorical-20002-both_sexes-1262.tsv.bgz","categorical-20002-both_sexes-1262.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1262.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1262.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1262.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1262.tsv.bgz.tbi",533686381,1751775,"d051f33659431fe609c9512d462e9de9","73539beda2c465ccdd7262fc667989ca","CA_Medical_conditions_h0.12916_n822","neurological","parkinsons disease","CA_parkinsons_disease_h0.12916_n822","G20"
"39","1264",39,39,266,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","epilepsy","UK Biobank Assessment Centre > Verbal interview > Medical conditions",3899,1956,1943,"EUR",1,NA,NA,NA,NA,3500,NA,NA,NA,NA,NA,416973,NA,NA,NA,NA,NA,0.052602,NA,NA,NA,NA,NA,1.0516,NA,"categorical-20002-both_sexes-1264.tsv.bgz","categorical-20002-both_sexes-1264.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1264.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1264.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1264.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1264.tsv.bgz.tbi",545158875,1752343,"8ce155adc060da830cadd3cffaaa46f4","227df69f96ca17015a4170226cf13213","CA_Medical_conditions_h0.05260_n3899","Medical conditions","epilepsy","CA_epilepsy_h0.05260_n3899","G40"
"40","1266",40,40,268,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","head injury","UK Biobank Assessment Centre > Verbal interview > Medical conditions",1583,486,1097,"EUR",1,NA,NA,NA,NA,1410,NA,NA,NA,NA,NA,419063,NA,NA,NA,NA,NA,0.065422,NA,NA,NA,NA,NA,1.0442,NA,"categorical-20002-both_sexes-1266.tsv.bgz","categorical-20002-both_sexes-1266.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1266.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1266.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1266.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1266.tsv.bgz.tbi",540326037,1752065,"26c1102ff13eaa95aa5d3ee3110dddb6","b79621191b5b4c52c566e04473bf1052","CA_Medical_conditions_h0.06542_n1583","Medical conditions","head injury","CA_head_injury_h0.06542_n1583","S09"
"41","1267",41,41,269,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","spinal injury","UK Biobank Assessment Centre > Verbal interview > Medical conditions",739,288,451,"EUR",1,NA,NA,NA,NA,665,NA,NA,NA,NA,NA,419808,NA,NA,NA,NA,NA,0.070402,NA,NA,NA,NA,NA,0.99626,NA,"categorical-20002-both_sexes-1267.tsv.bgz","categorical-20002-both_sexes-1267.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1267.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1267.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1267.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1267.tsv.bgz.tbi",533542043,1751622,"a9daf59249c92987f28c861411c71677","b61af8d686748a3e523f2154b24964c4","CA_Medical_conditions_h0.07040_n739","Medical conditions","spinal injury","CA_spinal_injury_h0.07040_n739","S14"
"42","1275",42,42,271,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","retinal problem","UK Biobank Assessment Centre > Verbal interview > Medical conditions",791,408,383,"EUR",1,NA,NA,NA,NA,694,NA,NA,NA,NA,NA,419779,NA,NA,NA,NA,NA,0.14031,NA,NA,NA,NA,NA,1.0119,NA,"categorical-20002-both_sexes-1275.tsv.bgz","categorical-20002-both_sexes-1275.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1275.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1275.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1275.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1275.tsv.bgz.tbi",533847105,1751913,"c44c5cf73a31b3bed11f94ba847be33b","47e23106c9953013910339edc7ba60ad","CA_Medical_conditions_h0.14031_n791","Medical conditions","retinal problem","CA_retinal_problem_h0.14031_n791","H33"
