trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,to_remove_dups
categorical,41245,both_sexes,1230,,Main speciality of consultant (recoded),"This field is a summary of the distinct consultant speciality codes a participant has had recorded in their hospital inpatient records. The main speciality of the consultant is the specialism under which the consultant is contracted, e.g. cardiology or geriatric medicine, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field MAINSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Dermatology,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41245-both_sexes-1230.tsv.bgz.tbi,18692,9988,8704,"AFR,CSA,EUR",3,119,,137,,16965,,6475,,8697,,401888,,0.0617,,0.10292,,0.052459,,1.0066,,1.0178,,1.0523,,categorical-41245-both_sexes-1230.tsv.bgz,categorical-41245-both_sexes-1230.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41245-both_sexes-1230.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41245-both_sexes-1230.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41245-both_sexes-1230.tsv.bgz.tbi,1656161716,2061615,329ac16fa5751612c364042f975a03dd,00bfa7e930b7a54986040538adc77f37,CA_Main_speciality_consultant_Dermatology_h0.05246_n18692,L76.21,0,CA_Main_speciality_consultant_Dermatology_h0.05246,1.05,h2_z_insignificant,,0.0099,not_found,1
categorical,41245,both_sexes,1300,,Main speciality of consultant (recoded),"This field is a summary of the distinct consultant speciality codes a participant has had recorded in their hospital inpatient records. The main speciality of the consultant is the specialism under which the consultant is contracted, e.g. cardiology or geriatric medicine, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field MAINSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",General Medical Practice,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41245-both_sexes-1300.tsv.bgz.tbi,711,446,265,EUR,1,,,,,631,,,,,,418106,,,,,,0.054725,,,,,,0.99425,,categorical-41245-both_sexes-1300.tsv.bgz,categorical-41245-both_sexes-1300.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41245-both_sexes-1300.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41245-both_sexes-1300.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41245-both_sexes-1300.tsv.bgz.tbi,533371185,1751644,028cbf7c9cd192cf7a5e4f7437720224,6f927503502b7563d13b821e30c1c322,CA_Summary_Administration_h0.05473_n711,Z00.01,0,CA_Main_speciality_consultant_general_medical_practice_h0.05473,0.971,h2_z_insignificant,,-0.0028,not_found,1
categorical,41245,both_sexes,1550,,Main speciality of consultant (recoded),"This field is a summary of the distinct consultant speciality codes a participant has had recorded in their hospital inpatient records. The main speciality of the consultant is the specialism under which the consultant is contracted, e.g. cardiology or geriatric medicine, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field MAINSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Nursing episode,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41245-both_sexes-1550.tsv.bgz.tbi,1682,949,733,EUR,1,,,,,1510,,,,,,417229,,,,,,0.07699,,,,,,1.0483,,categorical-41245-both_sexes-1550.tsv.bgz,categorical-41245-both_sexes-1550.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41245-both_sexes-1550.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41245-both_sexes-1550.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41245-both_sexes-1550.tsv.bgz.tbi,540328860,1752099,bc84adf65bb8417b007aa83c4dd44711,db0cded0c7cda5e341b0407ef3e59e6d,CA_Summary_Administration_h0.07699_n1682,Y92.120,0,CA_Main_speciality_consultant_nursing_episode_h0.07699,1.06,h2_z_insignificant,,-0.0004,not_found,1
categorical,41245,both_sexes,1600,,Main speciality of consultant (recoded),"This field is a summary of the distinct consultant speciality codes a participant has had recorded in their hospital inpatient records. The main speciality of the consultant is the specialism under which the consultant is contracted, e.g. cardiology or geriatric medicine, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field MAINSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Old age psychiatry,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41245-both_sexes-1600.tsv.bgz.tbi,777,380,397,EUR,1,,,,,715,,,,,,418032,,,,,,0.077727,,,,,,1.0023,,categorical-41245-both_sexes-1600.tsv.bgz,categorical-41245-both_sexes-1600.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41245-both_sexes-1600.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41245-both_sexes-1600.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41245-both_sexes-1600.tsv.bgz.tbi,534173161,1751485,efa8e39ed105418aed774e795e8f4a08,304c82ab22ea9337152ee991a0529954,CA_Summary_Administration_h0.07773_n777,R54,0,CA_Main_speciality_consultant_old_age_psychiatry_h0.07773,0.995,h2_z_insignificant,,0.0039,not_found,1
categorical,41245,both_sexes,1790,,Main speciality of consultant (recoded),"This field is a summary of the distinct consultant speciality codes a participant has had recorded in their hospital inpatient records. The main speciality of the consultant is the specialism under which the consultant is contracted, e.g. cardiology or geriatric medicine, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field MAINSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Rehabilitation,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41245-both_sexes-1790.tsv.bgz.tbi,1489,698,791,EUR,1,,,,,1305,,,,,,417447,,,,,,0.083664,,,,,,1.019,,categorical-41245-both_sexes-1790.tsv.bgz,categorical-41245-both_sexes-1790.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41245-both_sexes-1790.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41245-both_sexes-1790.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41245-both_sexes-1790.tsv.bgz.tbi,539377006,1751817,1a8a1d5fd0950569b542b98829d7839c,ff0ef3b56aec17a947a17da537e77248,CA_Summary_Administration_h0.08366_n1489,F0Rehabilitation,0,CA_Main_speciality_consultant_rehabilitation_h0.08366,0.993,h2_z_insignificant,,-0.0011,not_found,1
categorical,41245,both_sexes,1800,,Main speciality of consultant (recoded),"This field is a summary of the distinct consultant speciality codes a participant has had recorded in their hospital inpatient records. The main speciality of the consultant is the specialism under which the consultant is contracted, e.g. cardiology or geriatric medicine, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field MAINSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Respiratory medicine,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41245-both_sexes-1800.tsv.bgz.tbi,21187,9659,11528,"AFR,CSA,EAS,EUR,MID",5,362,,595,77,18119,101,6232,,8245,2626,400796,1493,0.0441,,0.0352,0.0325,0.053521,0.0686,1.0141,,0.98072,1.0368,1.0258,1.0395,categorical-41245-both_sexes-1800.tsv.bgz,categorical-41245-both_sexes-1800.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41245-both_sexes-1800.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41245-both_sexes-1800.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41245-both_sexes-1800.tsv.bgz.tbi,2172236906,2198703,1b9212969d0ca1f2babaa17f3a88bbcb,a361577351ee52983a93783a02b413d1,CA_Respiratory_medicine_h0.05352_n21187,R09.2,0,CA_Respiratory_medicine_h0.05352,1.05,h2_z_insignificant,,0.0052,not_found,1
categorical,41229,both_sexes,5QK,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",WILTSHIRE PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5QK.tsv.bgz.tbi,1057,571,486,EUR,1,,,,,977,,,,,,419554,,,,,,0.16606,,,,,,1.0077,,categorical-41229-both_sexes-5QK.tsv.bgz,categorical-41229-both_sexes-5QK.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5QK.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5QK.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5QK.tsv.bgz.tbi,537511495,1751502,9d94f526a6706438053c21a9c2dc3bdc,151a34b92ff581735a21763be9461adb,CA_Summary_Administration_h0.16606_n1057,L49.0,1,CA_Administration_h0.16606,1.02,h2_z_insignificant,,-0.0025,not_found,1
categorical,41250,both_sexes,1001,,Methods of discharge from hospital (recoded),"This field is a summary of the distinct method of discharge codes a participant has had recorded in their hospital inpatient records. Method of discharge from hospital identifies how a patient was discharged - i.e. whether this was on clinical advice, the patient died in hospital or the patient discharged themselves.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field DISMETH_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Discharged on clinical advice/consent: From inpatient/daycase care,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41250-both_sexes-1001.tsv.bgz.tbi,25425,13990,11435,"CSA,EAS,EUR",3,,,167,87,22190,,,,8665,2619,396769,,,,0.16301,0.05771,0.11806,,,,1.0102,1.016,1.1529,,categorical-41250-both_sexes-1001.tsv.bgz,categorical-41250-both_sexes-1001.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41250-both_sexes-1001.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41250-both_sexes-1001.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41250-both_sexes-1001.tsv.bgz.tbi,1382518521,2012920,41ef2d8afdba4b7cf8fa52feb31d7e83,2399ae8a35071804e22c48029579e34d,CA__Summary_Administration_h0.11806_n25425,,1,CA_Administration_h0.11806,1.14,h2_z_insignificant,,0.0003,not_found,1
categorical,41250,both_sexes,2001,,Methods of discharge from hospital (recoded),"This field is a summary of the distinct method of discharge codes a participant has had recorded in their hospital inpatient records. Method of discharge from hospital identifies how a patient was discharged - i.e. whether this was on clinical advice, the patient died in hospital or the patient discharged themselves.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field DISMETH_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.","Discharged without clinical advice/consent: Self, relative or advocate",Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41250-both_sexes-2001.tsv.bgz.tbi,6019,2726,3293,"AFR,CSA,EUR",3,101,,123,,5142,,6496,,8710,,413851,,0.10964,,0.11189,,0.065255,,0.99366,,1.0016,,1.0385,,categorical-41250-both_sexes-2001.tsv.bgz,categorical-41250-both_sexes-2001.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41250-both_sexes-2001.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41250-both_sexes-2001.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41250-both_sexes-2001.tsv.bgz.tbi,1620253958,2055016,6c9ccd37644bfb30c2bb0be029e94ec7,4030384529deaa3ece37c72ed7941441,CA_Summary_Administration_h0.06525_n6019,,1,CA_Administration_h0.06525,1.03,h2_z_insignificant,,0.0054,not_found,1
categorical,41229,both_sexes,TAC,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",NORTHUMBERLAND CARE TRUST,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-TAC.tsv.bgz.tbi,3903,2130,1773,EUR,1,,,,,3708,,,,,,416823,,,,,,0.19381,,,,,,1.0534,,categorical-41229-both_sexes-TAC.tsv.bgz,categorical-41229-both_sexes-TAC.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-TAC.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-TAC.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-TAC.tsv.bgz.tbi,545223087,1752401,0564613de0172dedb28e85d85b38f819,140852c2ab4aa7ea5432350aebeb4410,CA_Summary_Administration_h0.19381_n3903,Z51.5,1,CA_Administration_h0.19381,1.07,h2_z_insignificant,,-0.0028,not_found,1
categorical,41229,both_sexes,TAM,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",SOLIHULL CARE TRUST,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-TAM.tsv.bgz.tbi,1506,825,681,EUR,1,,,,,1319,,,,,,419212,,,,,,0.23874,,,,,,1.0354,,categorical-41229-both_sexes-TAM.tsv.bgz,categorical-41229-both_sexes-TAM.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-TAM.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-TAM.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-TAM.tsv.bgz.tbi,539657845,1751773,540c07a7ab868ad34218e20a794e6ea4,2014efa092822d6bcdc0178e8b177dbf,CA_Summary_Administration_h0.23874_n1506,Z51.5,1,CA_Administration_h0.23874,1.04,h2_z_insignificant,,-0.0011,not_found,1
categorical,41247,both_sexes,1001,,Patient classification on admission (recoded),"This field is a summary of the distinct patient classification codes a participant has had recorded in their hospital inpatient records. Patient classification on admission identifies the type of patient, e.g. whether they are a regular attender or a maternity admission, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field CLASSPAT_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.","Inpatient: In day bed unit, not retained overnight",Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41247-both_sexes-1001.tsv.bgz.tbi,833,443,390,EUR,1,,,,,732,,,,,,419799,,,,,,0.39855,,,,,,0.90079,,categorical-41247-both_sexes-1001.tsv.bgz,categorical-41247-both_sexes-1001.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41247-both_sexes-1001.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41247-both_sexes-1001.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41247-both_sexes-1001.tsv.bgz.tbi,533164367,1751136,4403f29807c591874aa0f9cea7da4fad,a14e3ebbb47f501f487df6c8f61eda49,CA_Summary_Administration_h0.39855_n833,Z74.01,1,CA_Administration_h0.39855,0.892,h2_z_insignificant,,-0.0015,not_found,1
categorical,41249,both_sexes,2008,,Methods of admission to hospital (recoded),"This field is a summary of the distinct method of admission codes a participant has had recorded in their hospital inpatient records. Method of admission to hospital identifies how a patient was admitted, e.g. an elective admission from a waiting list or an emergency admission, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field ADMIMETH_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Emergency admission: Road traffic accident,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41249-both_sexes-2008.tsv.bgz.tbi,676,268,408,EUR,1,,,,,580,,,,,,419243,,,,,,0.39315,,,,,,0.96044,,categorical-41249-both_sexes-2008.tsv.bgz,categorical-41249-both_sexes-2008.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41249-both_sexes-2008.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41249-both_sexes-2008.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41249-both_sexes-2008.tsv.bgz.tbi,531017743,1751521,85aa7cc3a251777fa0e9ec762626e88d,a8cf79bfdf804a807dbfb835e20f8bdc,CA_Summary_Administration_h0.39315_n676,V86.0,0,CA_Method_admin_road_traffic_accident_h0.39315,0.985,h2_z_insignificant,,0.005,not_found,1
categorical,41229,both_sexes,5C4,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",TOWER HAMLETS PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5C4.tsv.bgz.tbi,965,467,498,"AFR,EUR",2,65,,,,596,,6571,,,,419935,,0.14186,,,,0.1081,,1.0044,,,,1.0181,,categorical-41229-both_sexes-5C4.tsv.bgz,categorical-41229-both_sexes-5C4.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5C4.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5C4.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5C4.tsv.bgz.tbi,1219515460,1955331,3a75bcdf57b63a5514a42add9ed372a5,6a5c1559599fea1b908d8bee05169c9d,CA__Summary_Administration_h0.10810_n965,,1,CA_Administration_h0.10810,1.01,h2_z_insignificant,,-0.0001,not_found,1
categorical,41229,both_sexes,5H8,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",ROTHERHAM PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5H8.tsv.bgz.tbi,3142,1649,1493,EUR,1,,,,,2927,,,,,,417604,,,,,,0.39384,,,,,,1.1064,,categorical-41229-both_sexes-5H8.tsv.bgz,categorical-41229-both_sexes-5H8.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5H8.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5H8.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5H8.tsv.bgz.tbi,544259148,1751852,021398200df20ce75cbb7322539f4b39,e2508f294468486d4de5b8237ab6aaec,CA_Summary_Administration_h0.39384_n3142,L49.0,1,CA_Administration_h0.39384,1.07,h2_z_insignificant,,0.0025,not_found,1
categorical,41229,both_sexes,5J6,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",CALDERDALE PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5J6.tsv.bgz.tbi,1954,1054,900,EUR,1,,,,,1771,,,,,,418760,,,,,,0.14144,,,,,,1.0408,,categorical-41229-both_sexes-5J6.tsv.bgz,categorical-41229-both_sexes-5J6.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5J6.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5J6.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5J6.tsv.bgz.tbi,541458354,1751702,41a6ea9aa4723b8ff29565bd4b4759b8,b6853fb81e9709dd89e297da22b2c02e,CA_Summary_Administration_h0.14144_n1954,L49.0,1,CA_Administration_h0.14144,1.09,h2_z_insignificant,,-0.0023,not_found,1
